,0,1,2,3,4,5
0,4.5,Predrag Antonijevic,Willie Dreyfus,"Liberado de la prisión, un ladrón infame y su nueva tripulación hacen un brillante robo, pero luego se ven envueltos en un agente corrupto del FBI cuando descubren que el dinero está marcado.",116,Dinero sucio
1,6.5,Darrell Warren,Darrell Warren,No tiene datos,2002,Even Steven
2,7.5,Seung-Soo Lee,Mickey CurtisRang HaAnn Kok,No tiene datos,110,Venus
3,6.2,Rod Hardy,Sidney LeeMyrica Taylor,No tiene datos,No tiene datos,Route 52
4,5.2,Olivier Megaton,Alain Berliner,A 12 y.o. girl reports her powerful mom to the police for having killed the nanny. She runs away and is helped by an ex-soldier/assassin to find her dad in Portugal while the mom has her people try prevent this. Shooting follows.,118,La sirena roja
5,6.2,Rob Bowman,Gregg Chabot,Unos dragones emergen de la tierra y comienzan a prenderle fuego a todo para establecer su dominio sobre el planeta.,101,El imperio del fuego
6,6.4,Stuart Baird,Gene Roddenberry,"El Enterprise es desviado a Romulan, supuestamente porque quieren negociar un tratado de paz. El capitán Picard y su tripulación descubren una grave amenaza para la Federación cuando el pretor Shinzon planea atacar la Tierra.",116,Star Trek: Némesis
7,3.9,Lloyd A. Simandl,Chris Hyde,No tiene argumento,92,Deuda de honor
8,3.7,Gary Jones,"Jace Anderson, Boaz Davidson, Adam Gierasch","A criminal carrying stolen money and gold hijacks a plane that crashes in a Mexican swamp, where the survivors are terrorized by a giant crocodile.",93,Cocodrilo. Aguas sangrientas
9,4.0,Hans Magnus Kvåle,Hans Magnus Kvåle,"A movie about a suitcase not belonging to anyone, having an agenda of its own. Whoever uses it slips into its nightmare.",56,The Suitcase
10,7.0,Charles Stone III,Azie Faison Jr.,"A young man from Harlem, forced to cope with the 1980s drug scene, builds an illegal empire, only to have a crisis of conscience.",97,Paid in Full
11,7.8,Doug Liman,Tony Gilroy,"Un hombre es recogido por un barco pesquero, acribillado a balazos y con amnesia, antes de correr para eludir a los asesinos e intentar recuperar la memoria.",119,The Bourne Identity: El caso Bourne
12,3.7,Hark Tsui,Hark Tsui,The Black Mask must stop a group intent on setting off a DNA bomb that could cause mutations to the human race.,102,Black Mask 2
13,6.6,Stefan Schwartz,"Bill Britten, Richard Crawford","Un grupo de nobles irlandeses secuestra a niñas con las que casarse, conseguir su fortuna y evitar ser sacerdotes o soldados.",96,The Abduction Club
